Post_Date,Platform,Hashtag,Content_Type,Region,Views,Likes,Shares,Comments,Engagement_Level,likes_anomaly,shares_anomaly,comments_anomaly,any_anomaly,anomaly_count,youtube_anomaly,tiktok_anomaly,instagram_anomaly,twitter_anomaly,platform_anomaly,view_like_anomaly,day_of_week,is_weekend,day_of_month,day_of_year,week_of_year,month,quarter,year,year_month,total_interactions,engagement_rate,like_rate,share_rate,comment_rate,likes_per_share,likes_per_comment,comment_to_like_ratio,share_to_like_ratio,virality_score,engagement_density,Engagement_Level_Cal
2023-10-27,Instagram,#Fitness,Reel,UK,3194403,260682,76842,15971,Medium,0,0,0,0,0,False,False,False,False,0,0,4,0,27,300,43,10,4,2023,2023-10,353495,0.11066074005064483,0.08160583320080991,0.024055191516163893,0.004999680691609452,3.3923974857826997,16.321187077385424,0.06126598205483288,0.2947718109734812,0.1372157372705519,0.09963505151500973,High
2022-05-08,Instagram,#Fashion,Post,Australia,1520447,20790,87638,21215,Medium,0,0,0,0,0,False,False,True,False,1,0,6,1,8,128,18,5,2,2022,2022-05,129643,0.08526637232340226,0.013673601464831419,0.05763959043650293,0.013953124342299112,0.23722315407524047,0.979920814479638,1.020393439469001,4.215189264585638,0.14988246885128595,0.07856722966626063,High
2022-11-19,TikTok,#Tech,Live Stream,Brazil,4012898,181340,98327,31111,Low,0,0,0,0,0,False,False,False,False,0,0,5,1,19,323,46,11,4,2022,2022-11,310778,0.07744477930911775,0.04518927588259759,0.024502734805934564,0.007752749321625089,1.844235619559027,5.828619182309077,0.17156076121781616,0.5422215604854942,0.10582386947690435,0.07187818883746146,Medium
2023-12-11,TikTok,#Tech,Video,Japan,4738286,411605,87411,40613,Medium,0,0,0,0,0,False,True,False,False,1,0,0,0,11,345,50,12,4,2023,2023-12,539629,0.11388696250078614,0.08686789128645014,0.018447806137534516,0.008571241041329915,4.708792843087905,10.134559511498498,0.09866960151212567,0.21236570895467996,0.13662036512351405,0.1022428364230951,Medium
2022-05-02,Twitter,#Tech,Post,UK,3740619,239084,56082,20155,High,0,0,0,0,0,False,False,False,True,1,0,0,0,2,122,18,5,2,2022,2022-05,315321,0.08429647606452301,0.06391560757307613,0.01499270174463057,0.005388144211387417,4.263038710482677,11.861678904544553,0.08430056256143213,0.23456929543886065,0.10198322737941838,0.0777430139499105,High
2023-08-31,Twitter,#Comedy,Live Stream,USA,947096,449377,99953,19082,Low,0,0,0,0,0,False,False,False,False,0,0,3,0,31,243,35,8,3,2023,2023-08,568412,0.6001630246564235,0.4744783269295542,0.10553618056017494,0.020147883479728054,4.495838085519339,23.54855106639417,0.04246313793732671,0.22242521885806604,0.7157725132694962,0.37506367501854165,High
2022-07-17,Instagram,#Gaming,Live Stream,Germany,1815108,311741,16886,34948,Medium,0,0,0,0,0,False,False,False,False,0,0,6,1,17,198,28,7,3,2022,2022-07,363575,0.20030488543932373,0.17174781239033027,0.009303022573300006,0.019253940121502344,18.460413335702018,8.919883258462331,0.11210552315696955,0.05416658647214684,0.2192347677191838,0.1668783388863823,High
2023-09-29,Instagram,#Music,Video,Japan,2808130,115962,9701,43849,Medium,0,0,0,0,0,False,False,False,False,0,0,4,0,29,272,39,9,3,2023,2023-09,169512,0.06036472670424802,0.041295082031429446,0.0034546109138070837,0.015615012262604557,11.952380952380953,2.644515393386545,0.37812923087536543,0.0836559937221355,0.07162682225295045,0.0569282674008494,High
2023-02-16,YouTube,#Challenge,Shorts,Japan,903431,290789,94929,34805,Medium,0,0,0,0,0,False,False,False,False,0,0,3,0,16,47,7,2,1,2023,2023-02,420523,0.46547329015718963,0.3218714856237105,0.10507597694126398,0.038525312364405956,3.0631939323712207,8.3545653048325,0.11969118607930121,0.32645207881976684,0.5898114080528474,0.31762659427744466,High
2023-09-03,Twitter,#Fitness,Live Stream,India,3338024,257886,33840,16547,Low,0,0,0,0,0,False,False,False,False,0,0,6,1,3,246,35,9,3,2023,2023-09,308273,0.09235194234672968,0.07725706068708293,0.010137731143415643,0.004957122849589203,7.620519488194793,15.58411892675852,0.06416376164754331,0.1312202631385064,0.10496820724829801,0.08454412791936587,High
2023-07-26,TikTok,#Comedy,Video,UK,939687,196880,64509,3021,Low,0,0,0,0,0,False,True,False,False,1,0,2,0,26,207,30,7,3,2023,2023-07,264410,0.2813809279047172,0.20951635010769531,0.06864938149683725,0.0032148968593831142,3.0519299333436676,65.14890800794176,0.015344294269127036,0.3276547762353909,0.35163745839044447,0.2195919431740134,High
2022-04-12,Twitter,#Fashion,Tweet,Canada,1737194,499309,81979,29974,Low,0,0,0,0,0,False,False,False,False,0,0,1,0,12,102,15,4,2,2022,2022-04,611262,0.35186743679750215,0.2874225403596027,0.047190442063211095,0.017254251825500305,6.09061966333252,16.657514595496245,0.060030842562736574,0.16418457471310408,0.40768480222427533,0.26028250050245777,High
2022-11-09,YouTube,#Tech,Live Stream,Australia,387184,220530,48240,40769,Medium,0,0,0,0,0,False,False,False,False,0,0,2,0,9,313,45,11,4,2022,2022-11,309539,0.7994622711682301,0.569572684892235,0.1245916034970363,0.10529591797202888,4.571422648784229,5.409124356144224,0.18486743360343896,0.21874475697294257,0.976699768844351,0.44427842916051286,High
2023-04-30,Instagram,#Dance,Post,UK,3192456,38469,3444,1286,Medium,0,0,0,0,0,False,False,True,False,1,0,6,1,30,120,17,4,2,2023,2023-04,43199,0.013531588219226827,0.012049966530481068,0.001078792917179464,0.00040282453295377197,11.166618287373005,29.89044289044289,0.03342864569794645,0.08952430465297634,0.014811789164270655,0.013350928946380253,Medium
2022-10-03,YouTube,#Comedy,Live Stream,Brazil,2023845,166290,32114,12609,High,0,0,0,0,0,False,False,False,False,0,0,0,0,3,276,40,10,4,2022,2022-10,211013,0.10426341938241318,0.08216534261994243,0.01586780812374064,0.006230217121263179,5.1779542269967305,13.187153053132434,0.07582490934566513,0.19311929088164723,0.12324628454931848,0.09441897427040108,High
2022-06-18,YouTube,#Education,Post,UK,1174209,49685,36336,21636,High,0,0,0,0,0,True,False,False,False,1,0,5,1,18,169,24,6,2,2022,2022-06,107657,0.09168470008320495,0.04231355549688727,0.030945060934585808,0.018426005569702184,1.367339075873077,2.2962980080417803,0.43545465523487503,0.7313126434005555,0.13184268572061217,0.08398459745402405,High
2022-10-24,TikTok,#Music,Post,Germany,4603856,171523,44524,46309,Low,0,0,0,0,0,False,True,False,False,1,0,0,0,24,297,43,10,4,2022,2022-10,262356,0.056986143789032495,0.037256370039295314,0.009671021493499906,0.010058739878323762,3.8522852330151602,3.7038004750593823,0.26998554138196407,0.2595788344488235,0.07168652284378077,0.053913804001962926,Medium
2022-09-15,TikTok,#Comedy,Live Stream,UK,838530,238746,87605,1193,Medium,0,0,0,0,0,False,False,False,False,0,0,3,0,15,258,37,9,3,2022,2022-09,327544,0.3906169129309625,0.2847193484796626,0.1044743724441911,0.001422726172318018,2.7252242997055,199.95477386934672,0.00499692142728495,0.36693654789379554,0.49580218262652187,0.2808946945048084,High
2023-06-24,TikTok,#Gaming,Post,UK,3616888,159221,64720,28693,Low,0,0,0,0,0,False,True,False,False,1,0,5,1,24,175,25,6,2,2023,2023-06,252634,0.06984844429797107,0.04402153342278405,0.017893830858508514,0.00793306070493178,2.4601134098669672,5.5489300899142675,0.18020750901257365,0.4064764919420683,0.09170878619719876,0.06528816737571204,Medium
2023-05-01,TikTok,#Dance,Live Stream,Japan,746217,153509,56520,48786,Medium,0,0,0,0,0,False,False,False,False,0,0,0,0,1,121,18,5,2,2023,2023-05,258815,0.34683610799539544,0.20571602400370936,0.07574194136297972,0.06537767783677156,2.7159639779904814,3.146514440322217,0.31780340042993943,0.3681844830955638,0.45526642348482615,0.2575191635689212,High
2023-07-25,Instagram,#Fitness,Live Stream,Canada,1176367,412820,10950,43729,Low,0,0,0,0,0,False,False,False,False,0,0,1,0,25,206,30,7,3,2023,2023-07,467499,0.3974091418749421,0.3509276008867973,0.009308311684778912,0.03717289147613672,37.69701397132682,9.440201234850218,0.10592726629701493,0.026524813417922052,0.42530356147056025,0.2843899685254151,High
2022-11-16,YouTube,#Education,Shorts,UK,2589570,76129,95385,23497,High,0,0,0,0,0,True,False,False,False,1,0,2,0,16,320,46,11,4,2022,2022-11,195011,0.07530632498831852,0.029398305742534186,0.03683428645130796,0.009073703713858397,0.7981150273625061,3.239807643203677,0.3086431104689347,1.2529226323394194,0.1166774342159377,0.0700324393508395,High
2022-01-15,Twitter,#Tech,Tweet,Brazil,1200061,282587,23371,29152,Medium,0,0,0,0,0,False,False,False,False,0,0,5,1,15,15,2,1,1,2022,2022-01,335110,0.2792441384229635,0.23547700035498165,0.019474827133931415,0.02429207824262413,12.09083518740373,9.693239117758035,0.10316078531289369,0.08270344105199089,0.3108647719867807,0.2182883861146413,High
2023-03-05,Instagram,#Tech,Reel,USA,3570089,335278,91228,47015,Low,0,0,0,0,0,False,False,True,False,1,0,6,1,5,64,9,3,1,2023,2023-03,473521,0.13263562897171471,0.09391303860686985,0.025553417420849333,0.013169135792094878,3.6751252343004968,7.131146843627701,0.1402264979315734,0.2720957769499432,0.16477357713671084,0.11710352877750327,High
2022-02-26,TikTok,#Fashion,Post,Brazil,2252723,348883,38959,6709,Low,0,0,0,0,0,False,True,False,False,1,0,5,1,26,57,8,2,1,2022,2022-02,394551,0.1751440367945815,0.1548716132113832,0.017294173631567825,0.002978172203962847,8.954902464065709,51.994485842026826,0.019229887297783792,0.11166748833423143,0.19392721878046312,0.14904048466460215,High
2022-12-07,YouTube,#Education,Shorts,USA,4651762,237587,10380,40921,Low,0,0,0,0,0,False,False,False,False,0,0,2,0,7,341,49,12,4,2022,2022-12,288888,0.06210291928090904,0.05107461407642651,0.002231412047432339,0.008796879806645352,22.88671611598112,5.80585015395142,0.17223512972035623,0.043689075205818474,0.06873275788125921,0.05847165858743283,High
2023-03-17,TikTok,#Fashion,Post,Australia,4906990,213275,81187,21239,Low,0,0,0,0,0,False,True,False,False,1,0,4,0,17,76,11,3,1,2023,2023-03,315701,0.06433699681474794,0.043463499321682066,0.0165451699422314,0.004328314439541462,2.626927624772134,10.041195856873824,0.09958457585476096,0.38066636658602,0.08304631086545707,0.06044795681000465,Medium
2022-01-27,TikTok,#Fashion,Video,Australia,4592642,5201,65853,17955,Medium,0,0,0,0,0,False,True,False,False,1,0,3,0,27,27,4,1,1,2022,2022-01,89009,0.019380783435765297,0.0011324633767527761,0.01433880229750059,0.003909513541548951,0.07897773863394783,0.28965248384940967,3.4515570934256057,12.65916955017301,0.03567433828407738,0.0190123099735542,Low
2023-01-03,Twitter,#Challenge,Video,USA,3975840,247776,42724,29220,High,0,0,0,0,0,False,False,False,False,0,0,1,0,3,3,1,1,1,2023,2023-01,319720,0.08041571089379854,0.062320399633687566,0.010745902565017063,0.007349388469005677,5.7993212404915155,8.479381266897095,0.11792862130060498,0.17242924080927607,0.0948362874672302,0.07443034202758197,High
2023-08-13,Twitter,#Gaming,Tweet,USA,230848,14445,34663,9023,Medium,0,0,0,0,0,False,False,False,False,0,0,6,1,13,225,32,8,3,2023,2023-08,58131,0.25181504713057945,0.06257337047160698,0.1501544299520466,0.03908615588544893,0.4167147472882529,1.6007313829787233,0.6246019659421294,2.399487747473349,0.42151146420387353,0.20115994587842023,High
2022-02-12,Instagram,#Fashion,Reel,Brazil,2750057,417313,58474,6414,Medium,0,0,0,0,0,False,False,False,False,0,0,5,1,12,43,6,2,1,2022,2022-02,482201,0.17534218381655362,0.15174698133639364,0.021262824274978928,0.00233231444573169,7.136605386917486,65.0526890101325,0.01536972160052143,0.14011990970827723,0.19777110155494904,0.14918394509349192,High
2022-09-23,Instagram,#Fitness,Reel,Australia,4608617,83329,8332,25349,Low,0,0,0,0,0,False,False,True,False,1,0,4,0,23,266,38,9,3,2022,2022-09,117010,0.02538939556053367,0.018081125404622384,0.0018079172541529804,0.005500347392645691,9.999879995199809,3.2871400394477317,0.3042001680067203,0.0999879995199808,0.02994748100189688,0.02476073545372921,Medium
2023-02-13,YouTube,#Fashion,Post,Australia,2796853,277310,49504,4306,High,0,0,0,0,0,True,False,False,False,1,0,0,0,13,44,7,2,1,2023,2023-02,331120,0.11839020499110965,0.09915068859511436,0.017699887087420367,0.0015395869787983212,5.601656398343602,64.38588344555374,0.015527692734871678,0.17851437555668545,0.1368598432381526,0.1058576912268744,High
2023-03-04,YouTube,#Challenge,Shorts,Brazil,2907246,316674,22139,30606,Low,0,0,0,0,0,False,False,False,False,0,0,5,1,4,63,9,3,1,2023,2023-03,369419,0.12706836641962874,0.10892572939278981,0.007615108038635864,0.010527485280748419,14.303252032520325,10.346456692913385,0.09664798294781717,0.06991079182126786,0.13994717339118418,0.11274237677638696,High
2022-03-13,TikTok,#Gaming,Video,Brazil,2710476,51266,2269,35709,Low,0,0,0,0,0,False,True,False,False,1,0,6,1,13,72,10,3,1,2022,2022-03,89244,0.03292558207488279,0.018914014027789205,0.0008371220268609547,0.013174433872709489,22.584140969162995,1.435620274432932,0.6965299315349055,0.0442584898667759,0.040349908890575346,0.031876044747331876,Low
2023-09-26,YouTube,#Comedy,Shorts,Australia,1373454,399246,42658,30494,High,0,0,0,0,0,False,False,False,False,0,0,1,0,26,269,39,9,3,2023,2023-09,472398,0.3439489054602484,0.2906873541543043,0.03105889890822779,0.022202401971669984,9.359009822077404,13.092179045745205,0.07637878305910878,0.10684613785451112,0.38610875492826485,0.25592409358930185,High
2023-11-26,TikTok,#Fashion,Post,India,582999,200303,2292,45395,High,0,0,0,0,0,False,True,False,False,1,0,6,1,26,330,47,11,4,2023,2023-11,247990,0.42536951178303906,0.3435728987993139,0.00393138936535163,0.07786449399656947,87.35412123855211,4.412349105648075,0.22663052160715713,0.01144260723699976,0.46823241852487135,0.29842753634524644,High
2022-06-28,Twitter,#Fashion,Video,Japan,4921777,99498,92717,22408,High,0,0,0,0,0,False,False,False,False,0,0,1,0,28,179,26,6,2,2022,2022-06,214623,0.043606811117204214,0.02021586507965211,0.018838110942834073,0.004552826234746874,1.073124959554779,4.440091034852069,0.22520829355068894,0.9318385109398084,0.06472132631744057,0.04178471302858033,High
2022-04-01,Twitter,#Dance,Video,Germany,537340,457261,50869,8177,Low,0,0,0,0,0,False,False,False,False,0,0,4,0,1,91,13,4,2,2022,2022-04,516307,0.9608571853947222,0.8509698682959238,0.09466800411656658,0.015217524811990896,8.98881462551602,55.9135485448765,0.017882526866435437,0.11124694376528117,1.0631321637470432,0.4900189532167794,High
2023-12-13,YouTube,#Tech,Live Stream,UK,2841356,453277,82886,41269,High,0,0,0,0,0,False,False,False,False,0,0,2,0,13,347,50,12,4,2023,2023-12,577432,0.20322409441125996,0.15952835212189106,0.02917127274045465,0.014524398025309738,5.468613896027121,10.983208141507149,0.0910456717511108,0.1828590842705801,0.23965749464076497,0.16889962173729403,High
2023-06-23,Instagram,#Dance,Post,Australia,4622736,263342,43263,10974,High,0,0,0,0,0,False,False,False,False,0,0,4,0,23,174,25,6,2,2023,2023-06,317579,0.06869935899432716,0.0569666844555509,0.009358741369020129,0.0023739183085691442,6.086862056213017,23.994715261958998,0.04167188799398503,0.16428384274501315,0.07924504465644487,0.06428314793692305,High
2022-12-10,Twitter,#Education,Video,Brazil,3037201,417123,64193,32678,Low,0,0,0,0,0,False,False,False,True,1,0,5,1,10,344,49,12,4,2022,2022-12,513994,0.1692327903224054,0.1373379182550255,0.021135571489812006,0.01075924485760249,6.497850266380036,12.76425227210135,0.07834121268495699,0.1538942856320902,0.19574792852105327,0.14473832048085222,High
2022-08-21,Twitter,#Gaming,Live Stream,India,4775115,173834,81079,11190,Low,0,0,0,0,0,False,False,False,False,0,0,6,1,21,233,33,8,3,2022,2022-08,266103,0.055727034846281186,0.03640414180514149,0.016979482802093184,0.002343398568746812,2.1439812530833744,15.53337503350907,0.06437138665976357,0.46641355308194554,0.07387820526244808,0.05278545780007927,High
2023-02-07,TikTok,#Gaming,Video,Japan,3258029,425865,19999,22302,Low,0,0,0,0,0,False,False,False,False,0,0,1,0,7,38,6,2,1,2023,2023-02,468166,0.14369608128104447,0.13071242437914937,0.00613837196097028,0.006845240835719745,21.29325,19.09451643276689,0.05236858542358394,0.04696078109076564,0.15325702955466955,0.12564184107380316,High
2023-05-10,TikTok,#Challenge,Video,USA,1856036,155912,86548,37551,High,0,0,0,0,0,False,False,False,False,0,0,2,0,10,130,19,5,2,2023,2023-05,280011,0.15086506942753267,0.08400263572331802,0.04663053592142829,0.020231816499347802,1.8014304035864077,4.151896037494674,0.2408458563429605,0.555104449276199,0.2076114323151963,0.13108840769889427,High
2023-10-28,TikTok,#Gaming,Post,Germany,737720,449979,95027,2597,Medium,0,0,0,0,0,False,False,False,False,0,0,5,1,28,301,43,10,4,2023,2023-10,547603,0.7422911131594643,0.6099582362437832,0.12881156968555862,0.00352030103521521,4.73522540724839,173.20207852193997,0.005771367616338504,0.21118049691097382,0.8728618271677233,0.42604310356229524,High
2022-01-03,TikTok,#Challenge,Video,Japan,3734868,430185,97021,20606,Low,0,0,0,0,0,False,True,False,False,1,0,0,0,3,3,1,1,1,2022,2022-01,547812,0.1466750632150855,0.11518074663395156,0.02597708246259775,0.005517194846726887,4.4338912823895615,20.875673314892996,0.04790021060657483,0.22553267656316106,0.17541070382923737,0.1279133626607638,High
2022-02-27,Instagram,#Fashion,Post,Japan,563991,425610,63863,38250,High,0,0,0,0,0,False,False,False,False,0,0,6,1,27,58,8,2,1,2022,2022-02,527723,0.9356940093015669,0.7546383636647328,0.11323387565781075,0.0678201109235592,6.664317925591883,11.126767927635878,0.08987079751228234,0.1500501631771735,1.082836281365693,0.4833894225044288,High
2022-10-20,Twitter,#Gaming,Post,Australia,1282138,326018,62192,21252,Low,0,0,0,0,0,False,False,False,False,0,0,3,0,20,293,42,10,4,2022,2022-10,409462,0.3193587585735701,0.25427664239212755,0.04850644118929383,0.01657542590935928,5.2420368851800045,15.339857902413776,0.0651863848426012,0.19076188811081563,0.37615266363475414,0.24205604161740363,High
2022-02-12,YouTube,#Comedy,Shorts,USA,1599830,114184,22013,4679,High,0,0,0,0,0,True,False,False,False,1,0,5,1,12,43,6,2,1,2022,2022-02,140876,0.08805685604095435,0.07137253872440276,0.013759578355463795,0.0029246839197390223,5.186881075679113,24.398290598290597,0.04097736129964531,0.192783640583264,0.10327872131493888,0.08093038112122322,High
2022-12-08,Instagram,#Gaming,Reel,Germany,467214,397417,72166,13251,Low,0,0,0,0,0,False,False,False,False,0,0,3,0,8,342,49,12,4,2022,2022-12,482834,1.0,0.8506083922819259,0.15445993814410924,0.02836167503183759,5.506907589341389,29.98920917597344,0.03334272730475218,0.18158714502111128,1.2020707811179008,0.5082206372730641,High
2022-12-23,YouTube,#Tech,Post,USA,2721832,396009,59393,23579,Low,0,0,0,0,0,True,False,False,False,1,0,4,0,23,357,51,12,4,2022,2022-12,478981,0.17597742990750348,0.14549349647829238,0.021820956686174352,0.00866291208902236,6.667491665824831,16.794274809160306,0.059541425721572686,0.14997853589555818,0.20212977798417464,0.14964354368718197,High
2022-09-09,Twitter,#Fitness,Post,India,813436,150574,60145,45183,Low,0,0,0,0,0,False,False,False,False,0,0,4,0,9,252,36,9,3,2022,2022-09,255902,0.31459389552466327,0.18510837348190456,0.07393934625545678,0.05554578904082307,2.50347487779736,3.3324628186968837,0.30006973269134984,0.3994354972605014,0.41630574955405275,0.23930880600895132,High
2022-10-07,TikTok,#Dance,Video,UK,2976863,92424,67422,45430,Low,0,0,0,0,0,False,True,False,False,1,0,4,0,7,280,40,10,4,2022,2022-10,205276,0.06895715388984981,0.031047437840626916,0.022648666516172724,0.01526102636868866,1.3708081811844623,2.034381809777465,0.4915336759534758,0.7294779550987287,0.09923631042600535,0.06450880995456201,Medium
2022-07-25,TikTok,#Viral,Video,USA,3544239,157677,52712,18293,Medium,0,0,0,0,0,False,False,False,False,0,0,0,0,25,206,30,7,3,2022,2022-07,228682,0.06452217246071723,0.044488240074035616,0.014872581992190145,0.0051613321896937,2.99123555859086,8.619055428009183,0.11601491647534849,0.33430155126269995,0.08197540234295646,0.06061139366554455,Medium
2022-12-02,YouTube,#Tech,Live Stream,UK,3524926,301463,22012,41393,High,0,0,0,0,0,False,False,False,False,0,0,4,0,2,336,48,12,4,2022,2022-12,364868,0.10351082547548517,0.08552318955825185,0.006244668329301571,0.011742938222550424,13.694771271521374,7.282770449823646,0.13730661040787623,0.07301701032295731,0.11562693355068063,0.09380136840151432,High
2022-10-15,Instagram,#Gaming,Video,India,2257240,452058,18608,10444,Low,0,0,0,0,0,False,False,False,False,0,0,5,1,15,288,41,10,4,2022,2022-10,481110,0.21314082685049,0.20027015281044425,0.008243692188826979,0.004626887425844205,24.292439142350474,43.27984681665869,0.023103179009819515,0.04116276857666809,0.22369786832686453,0.17569339200613507,High
2022-06-15,Twitter,#Comedy,Post,Canada,4358378,329756,47703,6187,High,0,0,0,0,0,False,False,False,True,1,0,2,0,15,166,24,6,2,2022,2022-06,383646,0.08802494873092696,0.07566023973592016,0.01094512432259792,0.0014195644756915358,6.912544021465705,53.289592760180994,0.01876230072447287,0.14466106860506373,0.09967983509465331,0.08090342857817674,High
2023-08-30,Twitter,#Fashion,Video,UK,4848504,370506,57130,27458,Medium,0,0,0,0,0,False,False,False,False,0,0,2,0,30,242,35,8,3,2023,2023-08,455094,0.09386276674207136,0.07641654489373528,0.011783013526850029,0.005663188962370875,6.485200679140922,13.493062383917842,0.07410926109358258,0.1541941177899473,0.10847735539099165,0.08580853978751783,High
2022-06-28,TikTok,#Gaming,Video,Australia,1595215,423374,28961,38085,Medium,0,0,0,0,0,False,True,False,False,1,0,1,0,28,179,26,6,2,2022,2022-06,490420,0.30743191356650984,0.26540230288562805,0.01815490817544458,0.023874509784254924,14.618258407568538,11.116263193824503,0.08995571302037202,0.06840507824033068,0.33752388391289956,0.23514181532243178,High
2022-03-06,YouTube,#Viral,Post,Australia,3012082,421961,52912,1842,Medium,0,0,0,0,0,True,False,False,False,1,0,6,1,6,65,9,3,1,2022,2022-03,476715,0.15826760360441713,0.1400894331265108,0.017566581000589956,0.0006115369330792013,7.9746187137376445,228.953336950624,0.0043653219958195285,0.12539517776482242,0.17613990052730952,0.13664165613533835,High
2023-03-22,Instagram,#Gaming,Post,Germany,554142,60701,68343,16296,High,0,0,0,0,0,False,False,True,False,1,0,2,0,22,81,12,3,1,2023,2023-03,145340,0.2622793435617585,0.10954031721053951,0.12333098135318862,0.02940757169178353,0.8881686761090951,3.7246732527459043,0.2684590293565286,1.125877236334882,0.40031363745459203,0.20778233035303267,High
2023-05-09,Twitter,#Fitness,Tweet,Australia,751792,34057,22585,6591,Low,0,0,0,0,0,False,False,False,False,0,0,1,0,9,129,19,5,2,2023,2023-05,63233,0.08410970055547279,0.04530103366219159,0.030041514086989372,0.00876704092748935,1.5078809882227928,5.166413834951456,0.193522814023137,0.6631334781842739,0.11853462322740435,0.07758412318640533,High
2022-11-20,YouTube,#Dance,Video,UK,719722,458100,94550,26603,Low,0,0,0,0,0,False,False,False,False,0,0,6,1,20,324,46,11,4,2022,2022-11,579253,0.8048288089012147,0.6364948737222514,0.13136998539715974,0.03696283153379842,4.845004283402608,17.219215155615696,0.05807234649127594,0.2063955328628403,0.9546790918172686,0.4459308300775612,High
2022-11-19,YouTube,#Viral,Shorts,Germany,4983897,256077,71883,39186,Medium,0,0,0,0,0,True,False,False,False,1,0,5,1,19,323,46,11,4,2022,2022-11,367146,0.07366645016941561,0.05138086694390616,0.014423047983726794,0.007862520460892258,3.5623643648099717,6.534743664990941,0.15302368809503356,0.2807074407016612,0.09202074360269813,0.0686120444182564,High
2022-03-05,TikTok,#Tech,Post,USA,4305709,405655,44565,43719,Low,0,0,0,0,0,False,True,False,False,1,0,5,1,5,64,9,3,1,2022,2022-03,493939,0.1147172277550573,0.09421326564027768,0.010350209373134744,0.010153726098599302,9.102342593008123,9.278476669716376,0.10777358155678703,0.10985909243299742,0.13014427353444613,0.10291150517704632,Medium
2023-11-17,Instagram,#Challenge,Post,Japan,3147607,123912,24092,41902,High,0,0,0,0,0,False,False,False,False,0,0,4,0,17,321,46,11,4,2023,2023-11,189906,0.060333453318663986,0.03936703681017458,0.007654066198840516,0.01331233114161611,5.1430706014195,2.957115242345417,0.33815660987951224,0.19442673488657364,0.07464366592027978,0.05690045252258193,High
2022-08-05,Twitter,#Tech,Live Stream,India,3490352,413255,51747,17805,Medium,0,0,0,0,0,False,False,False,False,0,0,4,0,5,217,31,8,3,2022,2022-08,482807,0.13832616309186008,0.11839919916409601,0.014825721066035441,0.005101203230733395,7.985912499033779,23.208749859597887,0.04308467390673094,0.12521778268192113,0.155702446142267,0.12151716052642243,High
2022-03-11,YouTube,#Challenge,Shorts,UK,3478951,72455,68320,473,Low,0,0,0,0,0,False,False,False,False,0,0,4,0,11,70,10,3,1,2022,2022-03,141248,0.04060074430482062,0.020826674239828546,0.019638097909945293,0.0001359604846516997,1.0605084820187058,152.85864978902953,0.006528099812299878,0.9429170807110522,0.06030681078669668,0.03901663969301135,High
2022-03-14,TikTok,#Tech,Video,Brazil,1587926,454473,51082,30682,Medium,0,0,0,0,0,False,False,False,False,0,0,0,0,14,73,11,3,1,2022,2022-03,536237,0.33769646696382577,0.2862052222803693,0.03216898509818147,0.019322046920292935,8.896756259420942,14.811882801551347,0.06751101273120134,0.1123980689764431,0.37952626285717167,0.25244625765536827,High
2023-03-02,YouTube,#Gaming,Post,USA,1195872,119293,22493,5224,Medium,0,0,0,0,0,False,False,False,False,0,0,3,0,2,61,9,3,1,2023,2023-03,147010,0.12293121671884616,0.09975390363357982,0.018808853448484913,0.004368356840567519,5.303325331199431,22.831196172248802,0.0437909702080574,0.1885509749023421,0.14392414579140092,0.10947350549043028,High
2022-02-12,Twitter,#Tech,Live Stream,Canada,516620,7855,54958,12841,High,0,0,0,0,0,False,False,False,False,0,0,5,1,12,43,6,2,1,2022,2022-02,75654,0.1464403236421354,0.015204569694224587,0.10637972517570908,0.02485574531426326,0.14292472570461617,0.6116648497118828,1.6345468431771895,6.995672097759674,0.26524763801703766,0.12773479842100108,High
2022-12-31,Twitter,#Dance,Tweet,USA,2877882,3704,99815,2199,Low,0,0,0,0,0,False,False,False,False,0,0,5,1,31,365,52,12,4,2022,2022-12,105718,0.03673465416580666,0.0012870571875229118,0.0346834808781316,0.000764103335681124,0.037108279233790176,1.6836363636363636,0.5935222672064777,26.940620782726047,0.0718001739473078,0.035433033918755866,High
2022-12-25,TikTok,#Gaming,Post,USA,1912258,227267,59710,19661,Medium,0,0,0,0,0,False,False,False,False,0,0,6,1,25,359,51,12,4,2022,2022-12,306638,0.1603538853020879,0.11884739462593717,0.031224849771918972,0.010281557048496046,3.8061161260069336,11.558691892991558,0.08651019941214777,0.2627294647728673,0.1967194297425192,0.13819394870241777,High
2023-08-15,Instagram,#Music,Live Stream,USA,466743,253098,39009,47537,High,0,0,0,0,0,False,False,False,False,0,0,1,0,15,227,33,8,3,2023,2023-08,339644,0.7276895422105956,0.5422629964177365,0.08357686440532712,0.10184812231115986,6.488028710587029,5.324119651647103,0.1878197859335675,0.15412546078807107,0.8621889086951305,0.4211923059275509,High
2023-05-01,TikTok,#Education,Video,Australia,1111633,356767,16497,5222,Medium,0,0,0,0,0,False,True,False,False,1,0,0,0,1,121,18,5,2,2023,2023-05,378486,0.34047747772871084,0.32093926598142913,0.014840316147221118,0.004697589314468611,21.624863619832706,68.30691173654988,0.014636962956318953,0.046240133644273027,0.3576662822475743,0.2539971639848898,High
